id,Title,Content,SKU,"Product Type","Parent Product ID","Товар Pr Type","Product Attributes","Категории товаров",Price,"Image URL"
5389,"томатная паста","чумак пирамидка

70 гр",f3814ef2883a,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,25,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/43.jpg
5390,"горошек ж/б","жб банка ЭКО

340 гр",40bb87e88f4f,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,70,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/34.jpg
5391,"кукуруза ж/б","жб банка ЭКО

340 гр",7127937bf9d8,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,70,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/12.jpg
5392,уксус,"уксус столовый

0.85",77a86a10bbaf,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,25,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/26.jpg|http://worlddelete.ru/risitesto/wp-content/uploads/2019/08/белка-mov-image.jpg
5393,мука,"мука булкин

2 кг",10775d7c7ccb,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,70,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/11.jpg
5394,гречка,"гречка тм крымчанка

1 кг",e97dcf2146a7,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,80,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1.jpg|http://worlddelete.ru/risitesto/wp-content/uploads/slider2/1.jpeg
5395,рис,"рис пропаренный кубань матушка

1 кг",80ad015891d7,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,65,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/6.jpg
5396,"крупа артек","крупа артек тм крымчанка

1 кг",856ffb86990b,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,55,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/3.jpg
5397,"макароны спагетти","Макароны тм макфа

0,400 гр",6575da5045f8,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,65,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/33.jpg
5398,"макароны лапша","лапша тм корона

0,450 гр",85f22aca1951,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,30,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/23.jpg
5399,"макароны перо","макароны перо тм кисловодские

1000 гр",9d811bc75de0,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,75,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/28.jpg
5400,"макароны спираль","макароны спираль тм кисловодские

1000 гр",d6c6d5189126,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,75,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/27.jpg
5401,майонез,"тм мечта хозяйки 67%

200 гр",d4efead30393,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,35,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/35.jpg
5402,кетчуп,"тм махеев

300 гр",56c55945d2be,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,42,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/36.jpg
5403,Дрожжи,"тм саф мамент

11 гр",c647c30bb78e,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,20,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/13.jpg
5404,Ванилин,"тм Мрия

2 гр",f91614038011,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,15,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/18.jpg
5405,Разрыхлитель,"тм Приправыч

10 гр",6abf49cd23be,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,10,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/5.jpg
5406,Горчица,"тм ЕЖК

130 гр",69dd321d03ed,simple,0,бакалея,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,35,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/25.jpg
5526,"зубная паста Colgate 77 g","Зубная паста Colgate Бережное отбеливание

77 гр",4c9f4fe422dc,simple,0,,,Uncategorized,55,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_20.jpg
5527,"зубная паста Colgate Древние секреты","Зубная паста Colgate Древние сикреты

75 мл",aa9e4644afd9,simple,0,,,Uncategorized,106,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_19.jpg
5528,"стиральный порошок","Стиральный порошок BIMAX автомат

3 кг",887053bc6087,simple,0,,,Uncategorized,280,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_17.jpg
5529,мыло,"мыло туалетное с ароматом Ландыша

75 гр",658e5edf5dd9,simple,0,,,Uncategorized,16,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_7.jpg
5530,"жидкое мыло","Жидкое крем-мыло Золушка

300 мл",53bfc634517d,simple,0,,,Uncategorized,47,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_16.jpg
5531,"моющие для посуды","KAYHIM фруктовый микс

1000 мл",51cdd2ceb793,simple,0,,,Uncategorized,125,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_3.jpg
5532,"моющие для посуды","Sorti алое вера

450 мл",0cbf2c7ddd5c,simple,0,,,Uncategorized,69,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_24.jpg
5533,"губки для посуды","Губки кухонные для посуды

10 шт",207327849ced,simple,0,,,Uncategorized,57,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_2.jpg
5534,"скребок для посуды","Скребок метал для посуды

1 шт",b62ab7835711,simple,0,,,Uncategorized,27,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_18.jpg
5535,"мусорные пакеты","мусорные пакеты 35 литров

15 шт",58e6126ac72b,simple,0,,,Uncategorized,32,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_11.jpg
5536,"мусорные пакеты","мусорные пакеты 60 литров

10 шт",091ceeb51b12,simple,0,,,Uncategorized,35,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_12.jpg
5537,"Салфетки целлюлоза","Салфетки целлюлозные 16*16 см

10 шт",c4308c8b2f24,simple,0,,,Uncategorized,260,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_1.jpg
5538,"Салфетка микрофибра","Салфетка микрофибра 30*30 см

1 шт",06dd6961ca38,simple,0,,,Uncategorized,27,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_14.jpg
5539,"Салфетка микрофибра для стёкол","Салфетка микрофибра для стёкол 38*38 см

10 шт",2734ce14534d,simple,0,,,Uncategorized,300,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_8.jpg
5540,"Концентрат для стёкол KAYHIM","Средство для очистки стёколстёкол KAYHIM

500 мл",cd7ad37bd192,simple,0,,,Uncategorized,80,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_4.jpg
5541,"кондиционер для белья","Forest clean ""морозная свежесть""

5 л",a2704fd04d0e,simple,0,,,Uncategorized,400,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_15.png
5542,"Белезна-гель Чистин","Белезна-гель Чистин

1 л",99c03ef9b0ca,simple,0,,,Uncategorized,90,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_9.jpg
5543,"Гель для чистки туалета","Гель для чистки туалета ""Мой-ка WC""

750 мл",e04dcfdd81fa,simple,0,,,Uncategorized,120,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_10.jpg
5544,"освежитель воздуха","освежитель воздуха Gold After

300 мл",9ffa1f0287a2,simple,0,,,Uncategorized,52,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_6.jpg
5545,"туалетная бумага","туалетная бумага ZEVA

4 шт",fe032a22e3e2,simple,0,,,Uncategorized,107,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_5.jpg
5546,"туалетная бумага","туалетная бумага PLUSHE

12 шт",04070083476c,simple,0,,,Uncategorized,140,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_13.jpg
5547,"шампунь для волос","шампунь для волос Clear основной уход

400 мл",fe7f18c883e4,simple,0,,,Uncategorized,219,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_22.jpg
5548,"шампунь для волос","шампунь для волос L`Oreal Elseve Длина мечты

250 мл",62b8b573b6a1,simple,0,,,Uncategorized,205,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_25.jpg
5549,"гель для душа","гель для душа муж."" NIVEA Сила Угля""

250 мл",957df89f6efb,simple,0,,,Uncategorized,199,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_23.jpg
5550,"ватные палочки","AURA ватные палочки

200 шт",fe70e547f787,simple,0,,,Uncategorized,44,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_26.jpg
5551,"ватные палочки","AURA ватные палочки

100 шт",75c3bfe3f08d,simple,0,,,Uncategorized,23,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_27.jpg
5552,"ватные диски","Диски ватные BELLA COTTON круглые

100 шт",99fabb48d6a8,simple,0,,,Uncategorized,70,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_21.jpg
5553,"влажные салфетки","Your Ideal влажные салфетки

15 шт",d28f2f0a527d,simple,0,,,Uncategorized,15,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/1_28.jpg
5603,картошка,"Картофель фасованый 1 кг",a623167d83d6,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,40,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/44.jpg
5604,"лук репчатый","Лук репчатый фасованый 1 кг",b8c53b007baa,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,58,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/45.jpg
5605,морковка,"Морковь фасованая 1 кг.",5e3519ea5cea,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,32,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/46.jpg
5606,буряк,"Буряк фасованый 1 кг",d1b98e6a3d28,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,24,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/47.jpg
5607,чеснок,"Чеснок фасованый 100 гр.",30a5dd63baa5,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,35,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/48.jpg
5608,капуста,"1 кг",01e3ef7c1a5a,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,72,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/49.jpg
5609,помидор,"Помидор фасованый 1 кг",e7cb70867d1e,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,170,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/50.jpg
5610,огурец,"Огурец Фасованый 1 кг.",50cd411cd1f4,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,98,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/51.jpg
5611,"Яблоки Фуджи","Яблоки Фуджи Фасованые 1 кг",584ae1eb8b6c,simple,0,фрукты,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,105,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/52.jpg
5612,бананы,"Бананы фасованые 1 кг",c9afbd4864b1,simple,0,фрукты,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,100,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/53.jpg
5613,лимон,"1 кг",9d4851946422,simple,0,фрукты,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,400,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/54.jpg
5614,мандарины,"1 кг",c0103c8cf0aa,simple,0,фрукты,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,130,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/55.jpg
5615,апельсины,"1 кг",a5af4f5bc148,simple,0,фрукты,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,130,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/56.jpg
5616,"перец болгарский","Фасованый 1 кг",2c6bd8935a5d,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,255,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/57.jpg
5617,"зеленый лук","1 пуч",6aed856d09f2,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,25,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/58.jpg
5618,петрушка,"1 пуч",898102014113,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,25,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/59.jpg
5619,укроп,"1 пуч",5f6ecff053b0,simple,0,овощи,"a:1:{s:10:""pa_pr_type"";a:6:{s:4:""name"";s:10:""pa_pr_type"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",Uncategorized,25,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/60.jpg
5775,"шашлык куриный",100гр.,018e76d5ea8e,simple,0,,,"Мангал меню",149,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_1.jpg
5776,"шашлык свинина",100гр.,8cfabff95c61,simple,0,,,"Мангал меню",189,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_2.jpg
5777,"шашлык из филе говядины",100гр.,1dbd418eb102,simple,0,,,"Мангал меню",259,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_3.jpg
5778,"люля говядина",150гр.,bcbe4c8d8259,simple,0,,,"Мангал меню",219,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_4.jpg
5779,"люля кур.филе",150гр.,ca0ffb9de91c,simple,0,,,"Мангал меню",199,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_5.jpg
5780,"крылья гриль",250гр.,e3782d104846,simple,0,,,"Мангал меню",249,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_9.jpg
5781,"грибы на мангале",200гр.,fc5a4207fd16,simple,0,,,"Мангал меню",219,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_8.jpg
5782,"скумбрия на мангале",1шт.,f6cbeed28e79,simple,0,,,"Мангал меню",259,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_6.jpg
5783,"овощи грилъ",100гр.,d25ee4228f2b,simple,0,,,"Мангал меню",199,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_7.jpg
5784,лаваш,1шт.,254c577c7f11,simple,0,,,"Мангал меню",30,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_10.jpg
5785,лепешка,1шт.,c64b3ae85d34,simple,0,,,"Мангал меню",35,http://worlddelete.ru/risitesto/wp-content/uploads/2020/04/mng_11.png
5894,Бонусы,"<strong>Дорогие друзья! </strong>
Наша система лояльности дает возможность получать бонусы с каждого заказа, накапливать их и использовать для оплаты вашего заказа.
<strong>Как получить бонусы?</strong>
1. Делай заказ у нас и получай от 5 до 15% на бонусный счет с каждого заказа.
2. Участвуй в ВК и Инстаграм и получай дополнительные бонусы в качестве вознаграждения.
<strong>Как можно обменять бонусы?</strong>
1. Накопите достаточное количество бонусов (минимум 500) для их использования
2. Вы можете использовать ваши бонусы для заказа, сделав заказ минимум на 1000 рублей.

<strong>1 бонус = 1 рвблю.</strong>

Проверить количество бонусов вы можете у нас в приложении, у оператора, а так же на сайте.",,simple,0,,,Акции,,http://worlddelete.ru/risitesto/wp-content/uploads/2020/05/Bonusy.jpg
6476,"Сет калифорния","<span style=""color: #000000;"">Калифорния с креветкой, калифорния с лососем ,калифорния с угрем ,калифорния с тунцом.</span>
<br>
<span style=""color: #ff0000;"">экономия 197 рублей</span>",8038947392cd,simple,0,,,Сеты,1119,http://worlddelete.ru/risitesto/wp-content/uploads/2020/06/set_california.png
6477,"Сяке сет","<span style=""color: #000000;"">Филадельфия с лососем, ролл с лососем, суши лосось 2 шт.</span>
<br>
<span style=""color: #ff0000;"">экономия 77 рублей</span>",d15d586c1456,simple,0,,,Сеты,589,http://worlddelete.ru/risitesto/wp-content/uploads/2020/06/syake_set.png
6478,"Мини маки сет","<span style=""color: #000000;"">Ролл с угрем и огурцом, ролл с огурцом, ролл с мидиями, ролл с тунцом, ролл кани спайси.</span>
<br>
<span style=""color: #ff0000;"">экономия 216 рублей</span>",73e39d6a94e4,simple,0,,,Сеты,749,http://worlddelete.ru/risitesto/wp-content/uploads/2020/06/mini_maki.png
6479,"Сырный ролл","Сыр креметте, пармезан, чеддер",0f78882715a8,simple,0,,,Роллы,199,http://worlddelete.ru/risitesto/wp-content/uploads/2020/06/cheese_roll.png
6480,"Суши с тунцом","Рис, тунец",097779fd266d,simple,0,,,Роллы,69,http://worlddelete.ru/risitesto/wp-content/uploads/2020/06/sushi_tunets.png
6481,"Калифорния тунец","Сыр креметте, огурец, авокадо, тунец",1f867a7e8655,simple,0,,,Роллы,329,http://worlddelete.ru/risitesto/wp-content/uploads/2020/06/california_tunets.png
6482,"Ролл радуга","Лосось, тунец, сыр креметте, угорь, огурец",2ff32bcdb3dd,simple,0,,,Роллы,419,http://worlddelete.ru/risitesto/wp-content/uploads/2020/06/roll_raduga.png
